datetime,open,high,low,close,volume,oi
2023-05-04 14:45:00+05:30,40070.75,40118.25,40068.85,40097.7,0,0
2023-05-04 15:15:00+05:30,40097.05,40103.0,40072.95,40092.85,0,0
2023-05-05 09:15:00+05:30,40101.55,40235.45,40060.6,40215.9,0,0
2023-05-05 09:45:00+05:30,40217.35,40266.25,40215.25,40265.4,0,0
2023-05-05 10:15:00+05:30,40263.05,40270.4,40221.2,40245.95,0,0
2023-05-05 10:45:00+05:30,40247.8,40303.2,40161.3,40175.85,0,0
2023-05-05 11:15:00+05:30,40176.3,40196.85,40103.1,40185.05,0,0
2023-05-05 11:45:00+05:30,40184.85,40187.7,40034.4,40145.7,0,0
2023-05-05 12:15:00+05:30,40146.7,40181.65,40132.35,40168.35,0,0
2023-05-05 12:45:00+05:30,40169.4,40240.65,40162.35,40230.35,0,0
2023-05-05 13:15:00+05:30,40230.0,40239.95,40182.3,40209.75,0,0
2023-05-05 13:45:00+05:30,40211.75,40213.85,40129.7,40209.2,0,0
2023-05-05 14:15:00+05:30,40211.4,40227.5,40173.15,40202.3,0,0
2023-05-05 14:45:00+05:30,40202.05,40211.85,40098.25,40108.05,0,0
2023-05-05 15:15:00+05:30,40107.35,40108.9,40051.4,40079.95,0,0
2023-05-08 09:15:00+05:30,40174.05,40353.8,40160.75,40338.85,0,0
2023-05-08 09:45:00+05:30,40341.05,40354.35,40284.15,40287.65,0,0
2023-05-08 10:15:00+05:30,40286.0,40333.6,40268.3,40332.3,0,0
2023-05-08 10:45:00+05:30,40332.55,40351.8,40291.0,40291.95,0,0
2023-05-08 11:15:00+05:30,40294.15,40317.75,40282.45,40292.55,0,0
2023-05-08 11:45:00+05:30,40292.3,40309.25,40276.15,40293.0,0,0
2023-05-08 12:15:00+05:30,40294.5,40300.35,40273.6,40292.85,0,0
2023-05-08 12:45:00+05:30,40293.0,40304.9,40278.5,40304.4,0,0
2023-05-08 13:15:00+05:30,40304.35,40320.0,40251.6,40304.6,0,0
2023-05-08 13:45:00+05:30,40305.95,40373.3,40302.85,40345.45,0,0
2023-05-08 14:15:00+05:30,40346.55,40382.1,40331.45,40359.25,0,0
2023-05-08 14:45:00+05:30,40359.2,40381.05,40334.05,40365.45,0,0
2023-05-08 15:15:00+05:30,40365.15,40391.1,40348.75,40371.9,0,0
2023-05-09 09:15:00+05:30,40447.0,40559.95,40426.8,40523.4,0,0
2023-05-09 09:45:00+05:30,40521.8,40599.55,40514.6,40575.7,0,0
2023-05-09 10:15:00+05:30,40576.0,40603.75,40547.6,40601.15,0,0
2023-05-09 10:45:00+05:30,40598.8,40613.45,40567.25,40568.75,0,0
2023-05-09 11:15:00+05:30,40567.15,40567.8,40535.05,40545.2,0,0
2023-05-09 11:45:00+05:30,40545.4,40555.85,40525.2,40545.55,0,0
2023-05-09 12:15:00+05:30,40544.1,40551.65,40478.7,40479.85,0,0
2023-05-09 12:45:00+05:30,40481.2,40482.65,40346.7,40353.95,0,0
2023-05-09 13:15:00+05:30,40354.35,40365.05,40302.25,40328.6,0,0
2023-05-09 13:45:00+05:30,40329.5,40348.45,40218.9,40329.8,0,0
2023-05-09 14:15:00+05:30,40326.35,40361.3,40295.7,40331.85,0,0
2023-05-09 14:45:00+05:30,40332.5,40370.05,40314.45,40333.9,0,0
2023-05-09 15:15:00+05:30,40335.9,40337.15,40274.0,40288.6,0,0
2023-05-10 09:15:00+05:30,40386.75,40464.5,40316.6,40318.3,0,0
2023-05-10 09:45:00+05:30,40316.85,40362.05,40256.4,40305.75,0,0
2023-05-10 10:15:00+05:30,40307.0,40409.1,40302.95,40372.7,0,0
2023-05-10 10:45:00+05:30,40370.8,40426.15,40363.8,40418.7,0,0
2023-05-10 11:15:00+05:30,40420.8,40455.2,40415.8,40447.6,0,0
2023-05-10 11:45:00+05:30,40446.35,40482.45,40413.2,40429.5,0,0
2023-05-10 12:15:00+05:30,40429.9,40480.7,40426.75,40466.9,0,0
2023-05-10 12:45:00+05:30,40464.6,40468.3,40435.05,40457.45,0,0
2023-05-10 13:15:00+05:30,40458.6,40467.1,40400.9,40443.5,0,0
2023-05-10 13:45:00+05:30,40444.15,40465.5,40428.75,40451.65,0,0
2023-05-10 14:15:00+05:30,40452.05,40493.0,40444.15,40465.8,0,0
2023-05-10 14:45:00+05:30,40464.6,40561.05,40448.4,40553.5,0,0
2023-05-10 15:15:00+05:30,40552.65,40576.85,40530.2,40540.35,0,0
2023-05-11 09:15:00+05:30,40741.65,40741.65,40648.65,40730.65,0,0
2023-05-11 09:45:00+05:30,40731.7,40813.0,40713.2,40787.8,0,0
2023-05-11 10:15:00+05:30,40785.85,40826.95,40785.85,40814.8,0,0
2023-05-11 10:45:00+05:30,40815.05,40828.4,40775.45,40781.35,0,0
2023-05-11 11:15:00+05:30,40780.75,40800.5,40761.8,40765.8,0,0
2023-05-11 11:45:00+05:30,40765.35,40766.5,40725.35,40739.7,0,0
2023-05-11 12:15:00+05:30,40740.05,40798.8,40738.6,40774.1,0,0
2023-05-11 12:45:00+05:30,40772.3,40816.2,40770.4,40808.05,0,0
2023-05-11 13:15:00+05:30,40807.7,40813.25,40765.8,40804.95,0,0
2023-05-11 13:45:00+05:30,40804.8,40823.0,40794.3,40808.5,0,0
2023-05-11 14:15:00+05:30,40808.75,40838.95,40807.7,40832.75,0,0
2023-05-11 14:45:00+05:30,40830.95,40880.15,40779.8,40875.6,0,0
2023-05-11 15:15:00+05:30,40875.95,40899.3,40863.15,40878.35,0,0
2023-05-12 09:15:00+05:30,40874.0,40874.0,40651.65,40705.05,0,0
2023-05-12 09:45:00+05:30,40706.65,40849.55,40686.7,40832.3,0,0
2023-05-12 10:15:00+05:30,40832.85,40892.6,40825.9,40879.35,0,0
2023-05-12 10:45:00+05:30,40879.4,40912.55,40868.6,40882.35,0,0
2023-05-12 11:15:00+05:30,40880.7,40895.7,40857.5,40880.55,0,0
2023-05-12 11:45:00+05:30,40879.55,40942.3,40879.55,40924.85,0,0
2023-05-12 12:15:00+05:30,40925.85,40975.3,40920.3,40922.75,0,0
2023-05-12 12:45:00+05:30,40924.15,40939.7,40910.0,40914.3,0,0
2023-05-12 13:15:00+05:30,40912.25,40936.45,40899.05,40918.15,0,0
2023-05-12 13:45:00+05:30,40917.25,40932.15,40892.3,40893.5,0,0
2023-05-12 14:15:00+05:30,40893.1,40898.2,40846.35,40854.8,0,0
2023-05-12 14:45:00+05:30,40855.1,40865.75,40782.7,40789.0,0,0
2023-05-12 15:15:00+05:30,40786.35,40818.2,40773.25,40797.15,0,0
2023-05-15 09:15:00+05:30,40825.25,40929.35,40781.0,40922.15,0,0
2023-05-15 09:45:00+05:30,40921.65,41013.85,40921.65,40996.4,0,0
2023-05-15 10:15:00+05:30,40994.5,41013.75,40978.9,40982.55,0,0
2023-05-15 10:45:00+05:30,40982.6,40996.75,40952.85,40983.5,0,0
2023-05-15 11:15:00+05:30,40983.2,41029.4,40980.15,41023.05,0,0
2023-05-15 11:45:00+05:30,41023.4,41045.7,41016.25,41044.3,0,0
2023-05-15 12:15:00+05:30,41046.0,41054.05,41020.5,41040.95,0,0
2023-05-15 12:45:00+05:30,41041.9,41062.75,41019.25,41045.95,0,0
2023-05-15 13:15:00+05:30,41047.85,41104.9,41045.55,41094.5,0,0
2023-05-15 13:45:00+05:30,41096.9,41102.9,41073.9,41093.3,0,0
2023-05-15 14:15:00+05:30,41093.05,41118.9,41056.95,41096.7,0,0
2023-05-15 14:45:00+05:30,41097.6,41145.05,40967.3,40970.05,0,0
2023-05-15 15:15:00+05:30,40968.9,40998.35,40963.15,40986.0,0,0
2023-05-16 09:15:00+05:30,41097.2,41220.3,41081.5,41211.15,0,0
2023-05-16 09:45:00+05:30,41212.65,41255.55,41201.35,41210.3,0,0
2023-05-16 10:15:00+05:30,41211.75,41234.8,41172.5,41193.1,0,0
2023-05-16 10:45:00+05:30,41192.5,41249.75,41190.1,41213.55,0,0
2023-05-16 11:15:00+05:30,41213.15,41220.95,41147.75,41170.2,0,0
2023-05-16 11:45:00+05:30,41172.4,41181.75,41144.35,41161.25,0,0
2023-05-16 12:15:00+05:30,41160.0,41190.2,41137.85,41160.5,0,0
2023-05-16 12:45:00+05:30,41160.75,41163.35,41101.3,41150.1,0,0
2023-05-16 13:15:00+05:30,41150.35,41184.9,41137.0,41184.6,0,0
2023-05-16 13:45:00+05:30,41185.1,41198.1,41148.9,41153.55,0,0
2023-05-16 14:15:00+05:30,41155.7,41182.75,41131.65,41174.8,0,0
2023-05-16 14:45:00+05:30,41173.9,41187.65,41021.9,41028.4,0,0
2023-05-16 15:15:00+05:30,41031.25,41067.3,41020.6,41066.9,0,0
2023-05-17 09:15:00+05:30,41124.5,41136.4,41035.1,41086.65,0,0
2023-05-17 09:45:00+05:30,41086.3,41129.05,41042.6,41051.0,0,0
2023-05-17 10:15:00+05:30,41051.0,41051.0,40888.5,40891.9,0,0
2023-05-17 10:45:00+05:30,40891.7,40898.25,40831.0,40893.8,0,0
2023-05-17 11:15:00+05:30,40894.2,40895.2,40757.35,40758.85,0,0
2023-05-17 11:45:00+05:30,40760.5,40760.5,40670.6,40716.6,0,0
2023-05-17 12:15:00+05:30,40715.25,40820.0,40702.0,40809.55,0,0
2023-05-17 12:45:00+05:30,40810.15,40817.4,40735.7,40752.85,0,0
2023-05-17 13:15:00+05:30,40751.8,40756.7,40669.65,40724.45,0,0
2023-05-17 13:45:00+05:30,40724.25,40766.2,40679.95,40705.9,0,0
2023-05-17 14:15:00+05:30,40704.95,40779.85,40698.35,40779.0,0,0
2023-05-17 14:45:00+05:30,40778.7,40827.2,40778.7,40822.45,0,0
2023-05-17 15:15:00+05:30,40822.2,40847.3,40809.35,40839.6,0,0
2023-05-18 09:15:00+05:30,40983.2,41043.6,40892.85,40929.85,0,0
2023-05-18 09:45:00+05:30,40930.8,40975.25,40867.0,40870.5,0,0
2023-05-18 10:15:00+05:30,40872.5,40878.3,40842.65,40868.8,0,0
2023-05-18 10:45:00+05:30,40867.6,40895.3,40848.75,40893.65,0,0
2023-05-18 11:15:00+05:30,40893.4,40900.7,40828.65,40828.65,0,0
2023-05-18 11:45:00+05:30,40828.1,40858.05,40811.25,40812.95,0,0
2023-05-18 12:15:00+05:30,40811.65,40815.3,40740.95,40753.15,0,0
2023-05-18 12:45:00+05:30,40753.4,40759.65,40698.7,40700.55,0,0
2023-05-18 13:15:00+05:30,40698.85,40743.5,40689.8,40692.1,0,0
2023-05-18 13:45:00+05:30,40692.15,40704.0,40568.35,40571.95,0,0
2023-05-18 14:15:00+05:30,40569.85,40596.35,40528.6,40567.6,0,0
2023-05-18 14:45:00+05:30,40567.3,40567.3,40393.8,40411.3,0,0
2023-05-18 15:15:00+05:30,40409.35,40423.05,40354.45,40398.55,0,0
2023-05-19 09:15:00+05:30,40453.4,40494.2,40143.8,40195.2,0,0
2023-05-19 09:45:00+05:30,40196.6,40232.05,40092.0,40156.6,0,0
2023-05-19 10:15:00+05:30,40155.15,40283.7,40154.7,40233.95,0,0
2023-05-19 10:45:00+05:30,40235.75,40353.05,40235.75,40350.85,0,0
2023-05-19 11:15:00+05:30,40353.5,40424.3,40350.15,40423.65,0,0
2023-05-19 11:45:00+05:30,40423.75,40465.5,40412.95,40447.6,0,0
2023-05-19 12:15:00+05:30,40446.35,40449.0,40317.25,40364.85,0,0
2023-05-19 12:45:00+05:30,40364.95,40432.4,40361.65,40422.1,0,0
2023-05-19 13:15:00+05:30,40424.2,40504.1,40422.45,40467.95,0,0
2023-05-19 13:45:00+05:30,40466.65,40541.6,40460.55,40541.6,0,0
2023-05-19 14:15:00+05:30,40539.25,40577.65,40516.1,40571.35,0,0
2023-05-19 14:45:00+05:30,40574.05,40629.35,40556.15,40573.85,0,0
2023-05-19 15:15:00+05:30,40573.45,40578.85,40478.85,40507.55,0,0
2023-05-22 09:15:00+05:30,40601.9,40685.55,40466.65,40675.9,0,0
2023-05-22 09:45:00+05:30,40676.45,40726.0,40610.1,40720.9,0,0
2023-05-22 10:15:00+05:30,40720.85,40777.1,40708.65,40766.5,0,0
2023-05-22 10:45:00+05:30,40765.95,40844.0,40762.55,40817.1,0,0
2023-05-22 11:15:00+05:30,40816.35,40854.1,40810.35,40837.2,0,0
2023-05-22 11:45:00+05:30,40837.15,40851.6,40799.35,40825.0,0,0
2023-05-22 12:15:00+05:30,40826.4,40832.45,40753.95,40758.2,0,0
2023-05-22 12:45:00+05:30,40756.35,40822.5,40752.25,40820.8,0,0
2023-05-22 13:15:00+05:30,40823.3,40842.0,40748.5,40766.55,0,0
2023-05-22 13:45:00+05:30,40768.3,40867.35,40766.95,40850.05,0,0
2023-05-22 14:15:00+05:30,40849.45,40889.15,40848.55,40877.2,0,0
2023-05-22 14:45:00+05:30,40878.95,40935.45,40873.65,40931.6,0,0
2023-05-22 15:15:00+05:30,40933.5,40937.6,40899.9,40903.85,0,0
2023-05-23 09:15:00+05:30,41100.0,41192.3,41066.85,41192.3,0,0
2023-05-23 09:45:00+05:30,41188.05,41192.25,41106.9,41154.75,0,0
2023-05-23 10:15:00+05:30,41152.4,41170.45,41127.1,41129.05,0,0
